Population,Generation,GFP,wbar,ubar
97,8,0.99762,1.229085242901103,1.58806
97,9,0.99961,1.3110274294137885,2.09575
97,10,1.0,1.4889331021645202,2.8968
97,11,1.0,1.5120356975927403,3.00336
97,12,1.0,1.5146174536034878,3.02378
98,0,0.5,1.0,0.0
98,1,0.50622,1.000050698677314,0.00081
98,2,0.52027,1.0037003473674027,0.01989
98,3,0.85713,1.1580192534101388,0.71304
98,4,0.99873,1.2250041988322116,1.0039
98,5,0.99999,1.233154574823748,1.05785
98,6,1.0,1.3480413444921835,1.60119
98,7,1.0,1.4776386582442307,1.99552
98,8,1.0,1.5010556578623226,2.05086
98,9,1.0,1.6617211065795272,2.68297
98,10,1.0,1.7484219415223508,3.02827
98,11,1.0,1.836668078676411,3.43249
98,12,1.0,1.9486486028065078,3.94884
99,0,0.5,1.0,0.0
99,1,0.49831,1.0000416874792943,0.00129
99,2,0.50863,1.0041827323441674,0.0209
99,3,0.88877,1.187041091104229,0.78105
99,4,0.99921,1.242348684412145,1.0134
99,5,1.0,1.3152854035986419,1.33685
99,6,1.0,1.4934204090506773,1.98123
99,7,1.0,1.534603692139922,2.10851
99,8,1.0,1.74649846030872,2.88541
99,9,1.0,1.78012354454127,3.01163
99,10,1.0,1.7920197118755568,3.07411
99,11,1.0,1.8707074392556673,3.47081
99,12,1.0,1.9664387947096924,3.93053
