Bug 1,Bug 2,Carbon,1 on 2: Effect,2 on 1: Effect,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y 
CF,CF,Glycerol,-0.683227158,-0.683227158,-0.600893005,0,-0.600893005,0.289748827,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.774739165,0.046373732,-0.774739165,0.046373732
EC,CF,Glycerol,-0.163561615,-5.583803102,1.383048439,1,-0.600893005,0.034539779,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.643519307,-0.047828461,-0.774739165,0.046373732
EA,CF,Glycerol,1.025592141,-1.045942092,3.206884934,0.135580509,-0.600893005,1.500354599,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.728605914,0.258253314,-0.774739165,0.046373732
PK,CF,Glycerol,0.549162335,-3.001585512,0.41694997,0.69019347,-0.600893005,-0.404677228,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.774739165,0.046373732
PAr,CF,Glycerol,-0.079981726,-4.930868259,1.000456063,0.443178142,-0.600893005,0.343180006,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.774739165,0.046373732
PR2,CF,Glycerol,-0.867314289,-5.549672792,1.06574828,0.554686235,-0.600893005,0.280777624,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.774739165,0.046373732
PH,CF,Glycerol,0.871673834,-2.323974967,0.256989206,0.664204744,-0.600893005,0.334734266,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.774739165,0.046373732
PP,CF,Glycerol,1.161843798,-0.656767371,2.327437138,0.440451484,-0.600893005,-0.291421536,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.774739165,0.046373732
PAg1,EA,Glycerol,-1.716929568,-1.032767972,2.086627108,0.122113495,3.206884934,1.686479369,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.728605914,0.258253314
PAg3,EA,Glycerol,-1.804810009,-0.268133946,2.127465058,0.079634787,3.206884934,1.625251253,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.728605914,0.258253314
LA,EA,Glycerol,-0.973597629,-0.131137616,0.345854513,0.067927636,3.206884934,0.733754476,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.728605914,0.258253314
EL,EA,Glycerol,-1.766094774,0.029867805,0.967375647,0.06876978,3.206884934,1.179250942,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.734730655,-0.044093938,-0.728605914,0.258253314
RP2,EA,Glycerol,-1.449668439,-0.043461025,1.33125901,0.066582408,3.206884934,0.067758373,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.728605914,0.258253314
RP1,EA,Glycerol,-1.156290225,-0.019009161,0.90541482,0.090318124,3.206884934,0.057414813,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.728605914,0.258253314
SF1,EA,Glycerol,-0.776883004,0.751348959,0.468625602,0.058626543,3.206884934,0.621888699,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.728605914,0.258253314
KA,EA,Glycerol,-1.308018522,1.471725223,-0.375509773,0.124036295,3.206884934,0.120719866,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.761258362,0.059888798,-0.728605914,0.258253314
EC,EA,Glycerol,-0.007053469,-3.892105796,1.383048439,1,3.206884934,0.034539779,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.643519307,-0.047828461,-0.728605914,0.258253314
EA,EA,Glycerol,-0.71118335,-0.71118335,3.206884934,0,3.206884934,1.500354599,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,-0.728605914,0.258253314,-0.728605914,0.258253314
PK,EA,Glycerol,-0.656916444,-0.007147574,0.41694997,0.685119033,3.206884934,-0.404677228,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.728605914,0.258253314
PR1,EA,Glycerol,-0.572715318,-0.848898082,2.351715331,0.590494955,3.206884934,-0.222008085,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.728605914,0.258253314
PAr,EA,Glycerol,-1.001252403,-2.014058532,1.000456063,0.440945374,3.206884934,0.343180006,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.728605914,0.258253314
PR2,EA,Glycerol,-1.139849101,-2.048979334,1.06574828,0.536130227,3.206884934,0.280777624,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.728605914,0.258253314
PH,EA,Glycerol,-0.79134248,0.645659211,0.256989206,0.630749689,3.206884934,0.334734266,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.728605914,0.258253314
PP,EA,Glycerol,-0.167211096,-0.632596096,2.327437138,0.399061972,3.206884934,-0.291421536,1.500354599,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.728605914,0.258253314
PAl,EC,Glycerol,-4.22714712,-1.029471144,1.381744585,0.960138739,1.383048439,0.439605892,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.564351128,-0.250667083,-0.643519307,-0.047828461
PAg1,EC,Glycerol,-4.590394928,-0.063572973,2.086627108,0.931340802,1.383048439,1.686479369,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.643519307,-0.047828461
PAg3,EC,Glycerol,-4.868619426,0.09191283,2.127465058,0.957248513,1.383048439,1.625251253,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.643519307,-0.047828461
LA,EC,Glycerol,-4.996464774,0.191189991,0.345854513,0.975866535,1.383048439,0.733754476,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.643519307,-0.047828461
EL,EC,Glycerol,-4.890928249,-0.064836169,0.967375647,0.961052134,1.383048439,1.179250942,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.734730655,-0.044093938,-0.643519307,-0.047828461
RP2,EC,Glycerol,-4.808370371,0.199673013,1.33125901,0.961013423,1.383048439,0.067758373,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.643519307,-0.047828461
RP1,EC,Glycerol,-4.674662727,-0.278036951,0.90541482,0.938777707,1.383048439,0.057414813,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.643519307,-0.047828461
SF1,EC,Glycerol,-4.575400413,0.529385465,0.468625602,1,1.383048439,0.621888699,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.643519307,-0.047828461
KA,EC,Glycerol,-5.220249226,0.253060663,-0.375509773,0.907417565,1.383048439,0.120719866,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.761258362,0.059888798,-0.643519307,-0.047828461
EC,EC,Glycerol,-1.425113639,-1.425113639,1.383048439,0,1.383048439,0.034539779,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,-0.643519307,-0.047828461,-0.643519307,-0.047828461
PK,EC,Glycerol,-4.590658037,0.184559408,0.41694997,0.83734229,1.383048439,-0.404677228,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.643519307,-0.047828461
PR1,EC,Glycerol,-3.382806118,-0.014183286,2.351715331,0.745164122,1.383048439,-0.222008085,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.643519307,-0.047828461
PAr,EC,Glycerol,-5.077272551,0.051445829,1.000456063,0.845844875,1.383048439,0.343180006,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.643519307,-0.047828461
PR2,EC,Glycerol,-4.439001312,0.138967644,1.06574828,0.904245973,1.383048439,0.280777624,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.643519307,-0.047828461
PH,EC,Glycerol,-4.353952363,0.844883065,0.256989206,0.989912756,1.383048439,0.334734266,0.034539779,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.643519307,-0.047828461
PAg1,EL,Glycerol,-0.285069449,-1.711300218,2.086627108,0.098784838,0.967375647,1.686479369,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.734730655,-0.044093938
PAg3,EL,Glycerol,0.251388755,-1.315409042,2.127465058,0.067659197,0.967375647,1.625251253,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.734730655,-0.044093938
LA,EL,Glycerol,-0.246496465,-0.798637825,0.345854513,0.042081063,0.967375647,0.733754476,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.734730655,-0.044093938
EL,EL,Glycerol,-0.566496734,-0.566496734,0.967375647,0,0.967375647,1.179250942,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.734730655,-0.044093938,-0.734730655,-0.044093938
RP2,EL,Glycerol,-0.81162893,-0.475284208,1.33125901,0.044722211,0.967375647,0.067758373,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.734730655,-0.044093938
RP1,EL,Glycerol,-0.507702098,-0.920097192,0.90541482,0.051407016,0.967375647,0.057414813,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.734730655,-0.044093938
SF1,EL,Glycerol,-0.49021369,-0.245895381,0.468625602,0.073986512,0.967375647,0.621888699,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.734730655,-0.044093938
KA,EL,Glycerol,-0.810554405,-0.552131775,-0.375509773,0.089333476,0.967375647,0.120719866,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,-0.761258362,0.059888798,-0.734730655,-0.044093938
PK,EL,Glycerol,0.002412526,-2.914140874,0.41694997,0.667876127,0.967375647,-0.404677228,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.734730655,-0.044093938
PR1,EL,Glycerol,-0.032858404,-2.774906185,2.351715331,0.581009949,0.967375647,-0.222008085,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.734730655,-0.044093938
PAr,EL,Glycerol,-1.27232808,-3.912130794,1.000456063,0.431131229,0.967375647,0.343180006,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.734730655,-0.044093938
PR2,EL,Glycerol,0.100603205,-4.294528046,1.06574828,0.532521021,0.967375647,0.280777624,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.734730655,-0.044093938
PH,EL,Glycerol,-0.515197552,-3.260302181,0.256989206,0.626557212,0.967375647,0.334734266,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.734730655,-0.044093938
PP,EL,Glycerol,0.304322331,-1.302691459,2.327437138,0.403181459,0.967375647,-0.291421536,1.179250942,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.734730655,-0.044093938
PAl,KA,Glycerol,0.508202022,-0.434114924,1.381744585,0.105274762,-0.375509773,0.439605892,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.564351128,-0.250667083,-0.761258362,0.059888798
PAg1,KA,Glycerol,0.554052034,-1.368505247,2.086627108,0.113497807,-0.375509773,1.686479369,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.761258362,0.059888798
PAg3,KA,Glycerol,0.668278068,-0.861177037,2.127465058,0.11063744,-0.375509773,1.625251253,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.761258362,0.059888798
LA,KA,Glycerol,0.03697451,-1.037609333,0.345854513,0.105549947,-0.375509773,0.733754476,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.761258362,0.059888798
RP2,KA,Glycerol,-0.182439981,-0.69255746,1.33125901,0.093897828,-0.375509773,0.067758373,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.761258362,0.059888798
RP1,KA,Glycerol,0.065989707,-0.998062052,0.90541482,0.078028515,-0.375509773,0.057414813,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.761258362,0.059888798
SF1,KA,Glycerol,0.045400223,-0.775926949,0.468625602,0.141154818,-0.375509773,0.621888699,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.761258362,0.059888798
KA,KA,Glycerol,-0.680133394,-0.680133394,-0.375509773,0,-0.375509773,0.120719866,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,-0.761258362,0.059888798,-0.761258362,0.059888798
PK,KA,Glycerol,0.250059514,-3.413430791,0.41694997,0.68655047,-0.375509773,-0.404677228,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.761258362,0.059888798
PR1,KA,Glycerol,0.794306164,-1.546604319,2.351715331,0.598109221,-0.375509773,-0.222008085,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.761258362,0.059888798
PAr,KA,Glycerol,-0.496453592,-5.439018299,1.000456063,0.446531356,-0.375509773,0.343180006,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.761258362,0.059888798
PR2,KA,Glycerol,-0.574331023,-5.549672792,1.06574828,0.563801237,-0.375509773,0.280777624,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.761258362,0.059888798
PH,KA,Glycerol,0.766910451,-2.914389655,0.256989206,0.66883931,-0.375509773,0.334734266,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.761258362,0.059888798
PP,KA,Glycerol,1.23894281,-2.89545711,2.327437138,0.449929699,-0.375509773,-0.291421536,0.120719866,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.761258362,0.059888798
PAl,LA,Glycerol,0.372384121,-0.007193585,1.381744585,0.068394371,0.345854513,0.439605892,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.564351128,-0.250667083,-0.771000309,0.077075392
PAg1,LA,Glycerol,0.254789928,-0.737134503,2.086627108,0.102129843,0.345854513,1.686479369,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.771000309,0.077075392
PAg3,LA,Glycerol,0.362169718,-0.596935868,2.127465058,0.062816981,0.345854513,1.625251253,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.771000309,0.077075392
LA,LA,Glycerol,-0.363661066,-0.363661066,0.345854513,0,0.345854513,0.733754476,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.771000309,0.077075392
RP2,LA,Glycerol,-0.858967247,-0.261406978,1.33125901,0.047181543,0.345854513,0.067758373,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.771000309,0.077075392
RP1,LA,Glycerol,-0.403085394,-0.253623713,0.90541482,0.059722211,0.345854513,0.057414813,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.771000309,0.077075392
SF1,LA,Glycerol,-0.554624717,-0.145919501,0.468625602,0.062575071,0.345854513,0.621888699,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.771000309,0.077075392
PK,LA,Glycerol,0.047309507,-2.142849919,0.41694997,0.67597086,0.345854513,-0.404677228,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.771000309,0.077075392
PR1,LA,Glycerol,0.221847638,-2.366872993,2.351715331,0.59223636,0.345854513,-0.222008085,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.771000309,0.077075392
PAr,LA,Glycerol,-0.944996408,-3.148275266,1.000456063,0.442965607,0.345854513,0.343180006,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.771000309,0.077075392
PR2,LA,Glycerol,-0.506927585,-3.788909995,1.06574828,0.536162651,0.345854513,0.280777624,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.771000309,0.077075392
PH,LA,Glycerol,-1.113634094,-2.990392883,0.256989206,0.628875042,0.345854513,0.334734266,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.771000309,0.077075392
PP,LA,Glycerol,-0.060692631,-2.356705254,2.327437138,0.405839165,0.345854513,-0.291421536,0.733754476,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.771000309,0.077075392
PAl,PAg1,Glycerol,-0.275917036,-0.018296035,1.381744585,0.119899478,2.086627108,0.439605892,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,-0.564351128,-0.250667083,-0.644315471,-0.222011822
PAg1,PAg1,Glycerol,-0.564129464,-0.564129464,2.086627108,0,2.086627108,1.686479369,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.644315471,-0.222011822
PAg3,PAg1,Glycerol,-0.632438314,-0.318808164,2.127465058,0.056681816,2.086627108,1.625251253,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.644315471,-0.222011822
RP2,PAg1,Glycerol,-2.151896302,-0.482611401,1.33125901,0.105664752,2.086627108,0.067758373,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.644315471,-0.222011822
RP1,PAg1,Glycerol,-1.58048537,0.072649622,0.90541482,0.095964194,2.086627108,0.057414813,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.644315471,-0.222011822
SF1,PAg1,Glycerol,-0.214631056,0.685611344,0.468625602,0.15553589,2.086627108,0.621888699,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.644315471,-0.222011822
PK,PAg1,Glycerol,0.071417043,-0.69000076,0.41694997,0.664964402,2.086627108,-0.404677228,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.644315471,-0.222011822
PR1,PAg1,Glycerol,-0.210725118,-0.913741949,2.351715331,0.565605995,2.086627108,-0.222008085,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.644315471,-0.222011822
PAr,PAg1,Glycerol,-0.298003556,-1.136866653,1.000456063,0.423706865,2.086627108,0.343180006,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.644315471,-0.222011822
PR2,PAg1,Glycerol,-0.314280374,-1.296233144,1.06574828,0.507479487,2.086627108,0.280777624,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.644315471,-0.222011822
PH,PAg1,Glycerol,-0.054527601,0.521542936,0.256989206,0.605083765,2.086627108,0.334734266,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.644315471,-0.222011822
PP,PAg1,Glycerol,0.096281441,-0.812958924,2.327437138,0.396038594,2.086627108,-0.291421536,1.686479369,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.644315471,-0.222011822
PAg3,PAg3,Glycerol,-1.333651281,-1.333651281,2.127465058,0,2.127465058,1.625251253,1.625251253,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.598951558,-0.248461055
RP2,PAg3,Glycerol,-1.280167693,-0.437712692,1.33125901,0.071435366,2.127465058,0.067758373,1.625251253,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.598951558,-0.248461055
RP1,PAg3,Glycerol,-1.11748446,0.051441424,0.90541482,0.074577135,2.127465058,0.057414813,1.625251253,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.598951558,-0.248461055
SF1,PAg3,Glycerol,-0.431768826,0.671801767,0.468625602,0.106769104,2.127465058,0.621888699,1.625251253,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.598951558,-0.248461055
PK,PAg3,Glycerol,-9.35E-05,-0.659674947,0.41694997,0.676999141,2.127465058,-0.404677228,1.625251253,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.598951558,-0.248461055
