Bug 1,Bug 2,Carbon,1 on 2: Effect,2 on 1: Effect,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y 
LA,LA,Glutamine,-1.258561976,-1.258561976,2.08117063,0,2.08117063,-0.752300469,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.771000309,0.077075392,-0.771000309,0.077075392
RP2,LA,Glutamine,-0.576157999,1.582548339,-0.990960072,0.047181543,2.08117063,-0.932752941,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.771000309,0.077075392
RP1,LA,Glutamine,-0.856092097,1.053791176,-0.804847254,0.059722211,2.08117063,-0.932373342,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,-0.771000309,0.077075392
SF1,LA,Glutamine,-0.320910431,2.423709657,-0.805680965,0.062575071,2.08117063,-0.670167292,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.771000309,0.077075392
PK,LA,Glutamine,-1.153832549,-0.529910452,0.639969648,0.67597086,2.08117063,-0.428883994,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,-0.771000309,0.077075392
PR1,LA,Glutamine,-1.894616976,-0.141200208,1.099537699,0.59223636,2.08117063,2.74804825,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,-0.771000309,0.077075392
PAr,LA,Glutamine,-2.531022558,0.115218759,1.216183992,0.442965607,2.08117063,3.27589978,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,1.577952578,-0.014274806,-0.771000309,0.077075392
PR2,LA,Glutamine,-3.489709404,-0.175601574,1.197540919,0.536162651,2.08117063,2.385586413,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,-0.771000309,0.077075392
PH,LA,Glutamine,-2.267946559,0.479815873,0.96014345,0.628875042,2.08117063,3.522914689,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,-0.771000309,0.077075392
PP,LA,Glutamine,-2.094464319,-0.04287476,1.024173586,0.405839165,2.08117063,2.702794626,-0.752300469,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,-0.771000309,0.077075392
PAg2,PAg1,Glutamine,-0.366989403,-1.443782947,1.905589153,0.100038556,0.961654803,-0.413813968,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.630904166,-0.20157447,-0.644315471,-0.222011822
PAg1,PAg1,Glutamine,-0.815018186,-0.815018186,0.961654803,0,0.961654803,-0.58641594,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.644315471,-0.222011822,-0.644315471,-0.222011822
PAg3,PAg1,Glutamine,-0.870222838,-1.394578115,1.79285355,0.056681816,0.961654803,-0.739943053,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.598951558,-0.248461055,-0.644315471,-0.222011822
RP2,PAg1,Glutamine,0.037001848,1.271179978,-0.990960072,0.105664752,0.961654803,-0.932752941,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.644315471,-0.222011822
SF1,PAg1,Glutamine,-0.201962303,2.303838624,-0.805680965,0.15553589,0.961654803,-0.670167292,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.644315471,-0.222011822
PK,PAg1,Glutamine,-1.052807557,-0.808184269,0.639969648,0.664964402,0.961654803,-0.428883994,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,-0.644315471,-0.222011822
PR1,PAg1,Glutamine,-1.565140056,-0.453751329,1.099537699,0.565605995,0.961654803,2.74804825,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,-0.644315471,-0.222011822
PAr,PAg1,Glutamine,-1.919719463,-0.148130206,1.216183992,0.423706865,0.961654803,3.27589978,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,1.577952578,-0.014274806,-0.644315471,-0.222011822
PR2,PAg1,Glutamine,-2.572970835,-0.118732018,1.197540919,0.507479487,0.961654803,2.385586413,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,-0.644315471,-0.222011822
PH,PAg1,Glutamine,-1.503608846,-0.014082862,0.96014345,0.605083765,0.961654803,3.522914689,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,-0.644315471,-0.222011822
PP,PAg1,Glutamine,-1.731086495,-0.486880906,1.024173586,0.396038594,0.961654803,2.702794626,-0.58641594,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,-0.644315471,-0.222011822
PAl,PAg2,Glutamine,-2.40055437,-0.006042115,0.264430102,0.086282543,1.905589153,-0.387555018,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.564351128,-0.250667083,-0.630904166,-0.20157447
PAg2,PAg2,Glutamine,-1.09769711,-1.09769711,1.905589153,0,1.905589153,-0.413813968,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.630904166,-0.20157447,-0.630904166,-0.20157447
PAg3,PAg2,Glutamine,-2.256598135,-1.39858544,1.79285355,0.06708234,1.905589153,-0.739943053,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.598951558,-0.248461055,-0.630904166,-0.20157447
RP2,PAg2,Glutamine,-0.053675524,1.65954993,-0.990960072,0.079624846,1.905589153,-0.932752941,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.630904166,-0.20157447
RP1,PAg2,Glutamine,-0.158899432,0.937818292,-0.804847254,0.090062695,1.905589153,-0.932373342,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,-0.630904166,-0.20157447
SF1,PAg2,Glutamine,0.128415722,2.678453236,-0.805680965,0.092497261,1.905589153,-0.670167292,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.630904166,-0.20157447
PK,PAg2,Glutamine,-1.397211436,-0.779848699,0.639969648,0.66557126,1.905589153,-0.428883994,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,-0.630904166,-0.20157447
PR1,PAg2,Glutamine,-1.879682357,-0.220749793,1.099537699,0.576497868,1.905589153,2.74804825,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,-0.630904166,-0.20157447
PAr,PAg2,Glutamine,-1.956721698,-0.138052998,1.216183992,0.42249517,1.905589153,3.27589978,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,1.577952578,-0.014274806,-0.630904166,-0.20157447
PR2,PAg2,Glutamine,-3.978769134,-0.146804487,1.197540919,0.503638039,1.905589153,2.385586413,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,-0.630904166,-0.20157447
PH,PAg2,Glutamine,-2.564619094,0.35676062,0.96014345,0.60320662,1.905589153,3.522914689,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,-0.630904166,-0.20157447
PP,PAg2,Glutamine,-2.457686471,-0.179702722,1.024173586,0.390851896,1.905589153,2.702794626,-0.413813968,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,-0.630904166,-0.20157447
PAl,PAg3,Glutamine,-2.06845915,-0.173981368,0.264430102,0.086641886,1.79285355,-0.387555018,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.564351128,-0.250667083,-0.598951558,-0.248461055
PAg3,PAg3,Glutamine,-1.250118881,-1.250118881,1.79285355,0,1.79285355,-0.739943053,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.598951558,-0.248461055,-0.598951558,-0.248461055
RP2,PAg3,Glutamine,-0.426493833,1.531691046,-0.990960072,0.071435366,1.79285355,-0.932752941,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.598951558,-0.248461055
RP1,PAg3,Glutamine,-0.297588546,0.328938966,-0.804847254,0.074577135,1.79285355,-0.932373342,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,-0.598951558,-0.248461055
SF1,PAg3,Glutamine,0.143721206,2.318306685,-0.805680965,0.106769104,1.79285355,-0.670167292,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.598951558,-0.248461055
PK,PAg3,Glutamine,-1.751699786,-0.830047393,0.639969648,0.676999141,1.79285355,-0.428883994,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,-0.598951558,-0.248461055
PR1,PAg3,Glutamine,-2.622417925,-0.200754038,1.099537699,0.575622704,1.79285355,2.74804825,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,-0.598951558,-0.248461055
PAr,PAg3,Glutamine,-2.643754942,-0.113943767,1.216183992,0.429361183,1.79285355,3.27589978,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,1.577952578,-0.014274806,-0.598951558,-0.248461055
PR2,PAg3,Glutamine,-3.123261693,-0.016444548,1.197540919,0.518470106,1.79285355,2.385586413,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,-0.598951558,-0.248461055
PH,PAg3,Glutamine,-2.35633635,-0.000997275,0.96014345,0.611076983,1.79285355,3.522914689,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,-0.598951558,-0.248461055
PP,PAg3,Glutamine,-2.979152372,-0.169433404,1.024173586,0.390739318,1.79285355,2.702794626,-0.739943053,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,-0.598951558,-0.248461055
PAl,PAl,Glutamine,-0.16313534,-0.16313534,0.264430102,0,0.264430102,-0.387555018,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.564351128,-0.250667083,-0.564351128,-0.250667083
RP2,PAl,Glutamine,0.130623818,1.108272659,-0.990960072,0.052765247,0.264430102,-0.932752941,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.564351128,-0.250667083
RP1,PAl,Glutamine,0,0.947929727,-0.804847254,0.068836256,0.264430102,-0.932373342,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,-0.564351128,-0.250667083
SF1,PAl,Glutamine,-0.16313534,1.476424435,-0.805680965,0.079255904,0.264430102,-0.670167292,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.564351128,-0.250667083
PK,PAl,Glutamine,-0.176192402,-1.123182352,0.639969648,0.684842821,0.264430102,-0.428883994,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,-0.564351128,-0.250667083
PR1,PAl,Glutamine,-0.176331073,-0.325575689,1.099537699,0.591881815,0.264430102,2.74804825,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,-0.564351128,-0.250667083
PAr,PAl,Glutamine,-0.184750263,-0.254152586,1.216183992,0.439848341,0.264430102,3.27589978,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,1.577952578,-0.014274806,-0.564351128,-0.250667083
PR2,PAl,Glutamine,-0.184750263,-0.269082809,1.197540919,0.531578886,0.264430102,2.385586413,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,-0.564351128,-0.250667083
PH,PAl,Glutamine,-0.16313534,-0.225573621,0.96014345,0.637072194,0.264430102,3.522914689,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,-0.564351128,-0.250667083
PP,PAl,Glutamine,-0.184750263,-0.345466542,1.024173586,0.4091924,0.264430102,2.702794626,-0.387555018,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,-0.564351128,-0.250667083
RP2,PAr,Glutamine,0.007742804,0.618916912,-0.990960072,0.512589207,1.216183992,-0.932752941,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,1.577952578,-0.014274806
RP1,PAr,Glutamine,-0.05124501,0.326614722,-0.804847254,0.496745136,1.216183992,-0.932373342,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,1.577952578,-0.014274806
SF1,PAr,Glutamine,0.228653339,1.671104863,-0.805680965,0.54158067,1.216183992,-0.670167292,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,1.577952578,-0.014274806
PK,PAr,Glutamine,-0.295196853,-1.997557571,0.639969648,0.509186339,1.216183992,-0.428883994,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,1.577952578,-0.014274806
PR1,PAr,Glutamine,-1.565997936,-0.672644351,1.099537699,0.258977962,1.216183992,2.74804825,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,1.577952578,-0.014274806
PAr,PAr,Glutamine,-1.565916727,-1.565916727,1.216183992,0,1.216183992,3.27589978,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,1.577952578,-0.014274806,1.577952578,-0.014274806
PR2,PAr,Glutamine,-0.982505927,-1.971209978,1.197540919,0.351493404,1.216183992,2.385586413,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,1.577952578,-0.014274806
PH,PAr,Glutamine,-2.487304532,-0.645478178,0.96014345,0.454482733,1.216183992,3.522914689,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,1.577952578,-0.014274806
PP,PAr,Glutamine,-2.093630742,-0.191757619,1.024173586,0.352241001,1.216183992,2.702794626,3.27589978,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,1.577952578,-0.014274806
RP1,PH,Glutamine,-0.29958472,0.853249316,-0.804847254,0.608469782,0.96014345,-0.932373342,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,1.675692322,0.010778575
SF1,PH,Glutamine,0.365071141,2.370559352,-0.805680965,0.651517814,0.96014345,-0.670167292,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,1.675692322,0.010778575
PK,PH,Glutamine,-0.117431719,-1.550438585,0.639969648,0.532721958,0.96014345,-0.428883994,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,1.675692322,0.010778575
PR1,PH,Glutamine,-0.88588638,-1.193176912,1.099537699,0.457512041,0.96014345,2.74804825,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,1.675692322,0.010778575
PR2,PH,Glutamine,-0.065293911,-2.109933695,1.197540919,0.387136419,0.96014345,2.385586413,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,1.675692322,0.010778575
PH,PH,Glutamine,-1.010169111,-1.010169111,0.96014345,0,0.96014345,3.522914689,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,1.675692322,0.010778575,1.675692322,0.010778575
PP,PH,Glutamine,-0.740345523,-1.072467712,1.024173586,0.444075923,0.96014345,2.702794626,3.522914689,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,1.675692322,0.010778575
RP2,PK,Glutamine,0.024249576,1.16594713,-0.990960072,0.794741407,0.639969648,-0.932752941,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,1.734465091,0.034364534
RP1,PK,Glutamine,-0.015177648,1.25445356,-0.804847254,0.773176319,0.639969648,-0.932373342,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,1.734465091,0.034364534
SF1,PK,Glutamine,0.024969701,1.283726958,-0.805680965,0.827415901,0.639969648,-0.670167292,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,1.734465091,0.034364534
PK,PK,Glutamine,-0.752008961,-0.752008961,0.639969648,0,0.639969648,-0.428883994,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,1.734465091,0.034364534,1.734465091,0.034364534
PR1,PK,Glutamine,-1.47666428,-0.335408539,1.099537699,0.481364747,0.639969648,2.74804825,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,1.734465091,0.034364534
PR2,PK,Glutamine,-1.606997287,-0.148404037,1.197540919,0.653345185,0.639969648,2.385586413,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,1.734465091,0.034364534
PP,PK,Glutamine,-1.815256612,-0.269829181,1.024173586,0.667938795,0.639969648,2.702794626,-0.428883994,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,1.734465091,0.034364534
RP2,PP,Glutamine,-0.08080262,2.0122341,-0.990960072,0.403309002,1.024173586,-0.932752941,2.702794626,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,1.708237337,0.022892351
RP1,PP,Glutamine,-0.110490859,1.060698998,-0.804847254,0.399456327,1.024173586,-0.932373342,2.702794626,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,1.708237337,0.022892351
SF1,PP,Glutamine,-0.158453983,2.569681834,-0.805680965,0.418565463,1.024173586,-0.670167292,2.702794626,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,1.708237337,0.022892351
PR1,PP,Glutamine,-0.744238291,-1.137717371,1.099537699,0.41215195,1.024173586,2.74804825,2.702794626,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,1.708237337,0.022892351
PR2,PP,Glutamine,-0.29389069,-2.14156242,1.197540919,0.41608193,1.024173586,2.385586413,2.702794626,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,1.708237337,0.022892351
PP,PP,Glutamine,-1.127639171,-1.127639171,1.024173586,0,1.024173586,2.702794626,2.702794626,2.343032096,2.79971674,-1.529023311,-0.824268218,1.708237337,0.022892351,1.708237337,0.022892351
RP2,PR1,Glutamine,-0.50878722,2.172247562,-0.990960072,0.775472995,1.099537699,-0.932752941,2.74804825,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,1.621486475,-0.002116133
RP1,PR1,Glutamine,-0.352076275,1.312542665,-0.804847254,0.752499228,1.099537699,-0.932373342,2.74804825,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,1.621486475,-0.002116133
SF1,PR1,Glutamine,0.218058774,3.148305169,-0.805680965,0.816053817,1.099537699,-0.670167292,2.74804825,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,1.621486475,-0.002116133
PR1,PR1,Glutamine,-1.067966595,-1.067966595,1.099537699,0,1.099537699,2.74804825,2.74804825,2.343032096,2.79971674,-1.529023311,-0.824268218,1.621486475,-0.002116133,1.621486475,-0.002116133
PR2,PR1,Glutamine,-0.507013658,-2.126502509,1.197540919,0.49861482,1.099537699,2.385586413,2.74804825,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,1.621486475,-0.002116133
RP2,PR2,Glutamine,-0.001922006,1.17366599,-0.990960072,0.576586695,1.197540919,-0.932752941,2.385586413,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,1.639875556,0.005653129
RP1,PR2,Glutamine,0.097417973,-0.041154934,-0.804847254,0.566594675,1.197540919,-0.932373342,2.385586413,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,1.639875556,0.005653129
SF1,PR2,Glutamine,0.037603491,1.48010794,-0.805680965,0.611976603,1.197540919,-0.670167292,2.385586413,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,1.639875556,0.005653129
PR2,PR2,Glutamine,-1.281171875,-1.281171875,1.197540919,0,1.197540919,2.385586413,2.385586413,2.343032096,2.79971674,-1.529023311,-0.824268218,1.639875556,0.005653129,1.639875556,0.005653129
RP2,RP1,Glutamine,0.354627439,-0.123729154,-0.990960072,0.035100527,-0.804847254,-0.932752941,-0.932373342,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.796280534,0.113226274
RP1,RP1,Glutamine,0.228358551,0.228358551,-0.804847254,0,-0.804847254,-0.932373342,-0.932373342,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.796280534,0.113226274,-0.796280534,0.113226274
SF1,RP1,Glutamine,0.451015484,0.285332169,-0.805680965,0.095685683,-0.804847254,-0.670167292,-0.932373342,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.796280534,0.113226274
RP2,RP2,Glutamine,-0.214734819,-0.214734819,-0.990960072,0,-0.990960072,-0.932752941,-0.932752941,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.792851826,0.117358038,-0.792851826,0.117358038
SF1,RP2,Glutamine,0.113979632,0,-0.805680965,0.066958445,-0.990960072,-0.670167292,-0.932752941,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.792851826,0.117358038
SF1,SF1,Glutamine,0.243990084,0.243990084,-0.805680965,0,-0.805680965,-0.670167292,-0.670167292,2.343032096,2.79971674,-1.529023311,-0.824268218,-0.735447249,0.247141093,-0.735447249,0.247141093
PAl,BI,Glycerol,1.282787143,-0.105128116,1.381744585,0.07298399,-0.239688834,0.439605892,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.564351128,-0.250667083,-0.780753714,0.038022539
PAg1,BI,Glycerol,0.795181918,-1.120027191,2.086627108,0.113104883,-0.239688834,1.686479369,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.780753714,0.038022539
PAg3,BI,Glycerol,0.817385533,-0.670634072,2.127465058,0.081750421,-0.239688834,1.625251253,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.780753714,0.038022539
LA,BI,Glycerol,0.0331842,-0.73285008,0.345854513,0.055645857,-0.239688834,0.733754476,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.780753714,0.038022539
EL,BI,Glycerol,-0.807692864,-0.414557806,0.967375647,0.052006108,-0.239688834,1.179250942,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.734730655,-0.044093938,-0.780753714,0.038022539
RP2,BI,Glycerol,-0.50490101,-0.500683922,1.33125901,0.045393609,-0.239688834,0.067758373,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.780753714,0.038022539
RP1,BI,Glycerol,0.157810633,-0.663999887,0.90541482,0.056978621,-0.239688834,0.057414813,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.780753714,0.038022539
SF1,BI,Glycerol,-0.196789763,-0.632686002,0.468625602,0.065064696,-0.239688834,0.621888699,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.780753714,0.038022539
BI,BI,Glycerol,-0.681224526,-0.681224526,-0.239688834,0,-0.239688834,1.027294199,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.780753714,0.038022539,-0.780753714,0.038022539
KA,BI,Glycerol,-0.430260101,-0.283883885,-0.375509773,0.080031113,-0.239688834,0.120719866,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.761258362,0.059888798,-0.780753714,0.038022539
CF,BI,Glycerol,-0.878090624,-0.734999566,-0.600893005,0.086684061,-0.239688834,0.289748827,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.774739165,0.046373732,-0.780753714,0.038022539
EC,BI,Glycerol,0.671119534,-5.367644121,1.383048439,1,-0.239688834,0.034539779,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.643519307,-0.047828461,-0.780753714,0.038022539
EA,BI,Glycerol,1.189475891,-0.847297881,3.206884934,0.074362093,-0.239688834,1.500354599,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,-0.728605914,0.258253314,-0.780753714,0.038022539
PK,BI,Glycerol,0.639955034,-3.103377505,0.41694997,0.68991246,-0.239688834,-0.404677228,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,1.734465091,0.034364534,-0.780753714,0.038022539
PR1,BI,Glycerol,1.3670289,-0.482494839,2.351715331,0.60172791,-0.239688834,-0.222008085,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,1.621486475,-0.002116133,-0.780753714,0.038022539
PAr,BI,Glycerol,-0.464855345,-5.435588038,1.000456063,0.450210677,-0.239688834,0.343180006,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,1.577952578,-0.014274806,-0.780753714,0.038022539
PR2,BI,Glycerol,-0.667016618,-5.549672792,1.06574828,0.55608052,-0.239688834,0.280777624,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,1.639875556,0.005653129,-0.780753714,0.038022539
PH,BI,Glycerol,0.590875948,-2.1706045,0.256989206,0.652108074,-0.239688834,0.334734266,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,1.675692322,0.010778575,-0.780753714,0.038022539
PP,BI,Glycerol,0.913818644,-1.750220495,2.327437138,0.423031686,-0.239688834,-0.291421536,1.027294199,4.113049852,3.107849064,-0.884265694,1.692096415,1.708237337,0.022892351,-0.780753714,0.038022539
PAl,CF,Glycerol,1.122596929,-0.418159015,1.381744585,0.108557229,-0.600893005,0.439605892,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.564351128,-0.250667083,-0.774739165,0.046373732
PAg1,CF,Glycerol,1.061573109,-1.833060348,2.086627108,0.120179844,-0.600893005,1.686479369,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.644315471,-0.222011822,-0.774739165,0.046373732
PAg3,CF,Glycerol,1.641459602,-0.99378918,2.127465058,0.108882199,-0.600893005,1.625251253,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.598951558,-0.248461055,-0.774739165,0.046373732
LA,CF,Glycerol,0.217079734,-1.106106121,0.345854513,0.100318202,-0.600893005,0.733754476,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.771000309,0.077075392,-0.774739165,0.046373732
EL,CF,Glycerol,0.320731729,-0.542591545,0.967375647,0.098114272,-0.600893005,1.179250942,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.734730655,-0.044093938,-0.774739165,0.046373732
RP2,CF,Glycerol,-0.246077915,-0.870544049,1.33125901,0.099363207,-0.600893005,0.067758373,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.792851826,0.117358038,-0.774739165,0.046373732
RP1,CF,Glycerol,0.090522972,-0.986318265,0.90541482,0.087446718,-0.600893005,0.057414813,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.796280534,0.113226274,-0.774739165,0.046373732
SF1,CF,Glycerol,-0.372731937,-0.74776918,0.468625602,0.139244743,-0.600893005,0.621888699,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.735447249,0.247141093,-0.774739165,0.046373732
KA,CF,Glycerol,-0.545432569,-0.762715412,-0.375509773,0.048608138,-0.600893005,0.120719866,0.289748827,4.113049852,3.107849064,-0.884265694,1.692096415,-0.761258362,0.059888798,-0.774739165,0.046373732
